attendance_id,student_id,school_id,date,status
69,1,1,2021-04-07,1
70,1,1,2021-04-08,0
71,1,1,2021-04-09,0
72,1,1,2021-04-12,0
73,1,1,2021-04-13,0
74,1,1,2021-04-14,1
75,1,1,2021-04-15,0
76,1,1,2021-04-16,0
77,1,1,2021-04-19,0
78,1,1,2021-04-20,1
79,1,1,2021-04-21,1
80,1,1,2021-04-22,0
81,1,1,2021-04-23,0
82,1,1,2021-04-26,1
83,1,1,2021-04-27,1
84,1,1,2021-04-28,1
85,1,1,2021-04-29,1
86,1,1,2021-04-30,1
87,1,1,2021-05-03,1
88,1,1,2021-05-04,0
89,1,1,2021-05-05,0
90,1,1,2021-05-06,1
91,1,1,2021-05-07,0
92,1,1,2021-05-10,1
93,1,1,2021-05-11,0
94,1,1,2021-05-12,1
95,1,1,2021-05-13,1
96,1,1,2021-05-14,1
97,1,1,2021-05-17,1
98,1,1,2021-05-18,1
99,1,1,2021-05-19,1
100,1,1,2021-05-20,0
101,1,1,2021-05-21,0
102,1,1,2021-05-24,0
103,1,1,2021-05-25,0
104,1,1,2021-05-26,1
105,1,1,2021-05-27,1
106,1,1,2021-05-28,1
107,1,1,2021-05-31,0
108,1,1,2021-06-01,0
109,1,1,2021-06-02,1
110,1,1,2021-06-03,1
111,1,1,2021-06-04,1
112,1,1,2021-06-07,1
113,1,1,2021-06-08,1
114,1,1,2021-06-09,1
115,1,1,2021-06-10,1
116,1,1,2021-06-11,1
117,1,1,2021-06-14,1
118,1,1,2021-06-15,1
119,1,1,2021-06-16,0
120,1,1,2021-06-17,1
121,1,1,2021-06-18,0
122,1,1,2021-06-21,0
123,1,1,2021-06-22,0
124,1,1,2021-06-23,0
125,1,1,2021-06-24,1
126,1,1,2021-06-25,0
127,1,1,2021-06-28,0
128,1,1,2021-06-29,1
129,1,1,2021-06-30,1
130,1,1,2021-07-01,0
131,1,1,2021-07-02,1
132,1,1,2021-07-05,1
133,1,1,2021-07-06,1
134,1,1,2021-07-07,1
135,1,1,2021-07-08,0
136,1,1,2021-07-09,1
137,1,1,2021-07-12,1
138,1,1,2021-07-13,0
139,1,1,2021-07-14,0
140,1,1,2021-07-15,1
141,1,1,2021-07-16,1
142,1,1,2021-07-19,1
143,1,1,2021-07-20,0
144,1,1,2021-07-21,1
145,1,1,2021-07-22,1
146,1,1,2021-07-23,0
147,1,1,2021-07-26,1
148,1,1,2021-07-27,0
149,1,1,2021-07-28,1
150,1,1,2021-07-29,0
151,1,1,2021-07-30,1
152,1,1,2021-08-02,1
153,1,1,2021-08-03,1
154,1,1,2021-08-04,1
155,1,1,2021-08-05,0
156,1,1,2021-08-06,0
157,1,1,2021-08-09,0
158,1,1,2021-08-10,0
159,1,1,2021-08-11,1
160,1,1,2021-08-12,1
161,1,1,2021-08-13,0
162,1,1,2021-08-16,1
163,1,1,2021-08-17,0
164,1,1,2021-08-18,1
165,1,1,2021-08-19,0
166,1,1,2021-08-20,0
167,1,1,2021-08-23,0
168,1,1,2021-08-24,0
169,1,1,2021-08-25,1
170,1,1,2021-08-26,1
171,1,1,2021-08-27,1
172,1,1,2021-08-30,0
173,1,1,2021-08-31,1
174,1,1,2021-09-01,0
175,1,1,2021-09-02,0
176,1,1,2021-09-03,1
177,1,1,2021-09-06,1
178,1,1,2021-09-07,0
179,1,1,2021-09-08,1
180,1,1,2021-09-09,0
181,1,1,2021-09-10,0
182,1,1,2021-09-13,0
183,1,1,2021-09-14,0
184,1,1,2021-09-15,0
185,1,1,2021-09-16,0
186,1,1,2021-09-17,0
187,1,1,2021-09-20,1
188,1,1,2021-09-21,1
189,1,1,2021-09-22,0
190,1,1,2021-09-23,1
191,1,1,2021-09-24,0
192,1,1,2021-09-27,0
193,1,1,2021-09-28,1
194,1,1,2021-09-29,1
195,1,1,2021-09-30,1
196,1,1,2021-10-01,1
197,1,1,2021-10-04,1
198,1,1,2021-10-05,0
199,1,1,2021-10-06,0
200,1,1,2021-10-07,0
201,1,1,2021-10-08,0
202,1,1,2021-10-11,1
203,1,1,2021-10-12,1
204,1,1,2021-10-13,1
205,1,1,2021-10-14,1
206,1,1,2021-10-15,0
207,1,1,2021-10-18,0
208,1,1,2021-10-19,1
209,1,1,2021-10-20,0
210,1,1,2021-10-21,1
211,1,1,2021-10-22,0
212,1,1,2021-10-25,0
213,1,1,2021-10-26,1
214,1,1,2021-10-27,0
215,1,1,2021-10-28,1
216,1,1,2021-10-29,1
217,1,1,2021-11-01,0
218,1,1,2021-11-02,1
219,1,1,2021-11-03,0
220,1,1,2021-11-04,1
221,1,1,2021-11-05,1
222,1,1,2021-11-08,0
223,1,1,2021-11-09,0
224,1,1,2021-11-10,0
225,1,1,2021-11-11,0
226,1,1,2021-11-12,0
227,1,1,2021-11-15,1
228,1,1,2021-11-16,1
229,1,1,2021-11-17,0
230,1,1,2021-11-18,1
231,1,1,2021-11-19,0
232,1,1,2021-11-22,1
233,1,1,2021-11-23,1
234,1,1,2021-11-24,1
235,1,1,2021-11-25,1
236,1,1,2021-11-26,1
237,1,1,2021-11-29,1
238,1,1,2021-11-30,0
239,1,1,2021-12-01,1
240,1,1,2021-12-02,1
241,1,1,2021-12-03,0
242,1,1,2021-12-06,0
243,1,1,2021-12-07,0
244,1,1,2021-12-08,0
245,1,1,2021-12-09,1
246,1,1,2021-12-10,1
247,1,1,2021-12-13,0
248,1,1,2021-12-14,1
249,1,1,2021-12-15,1
250,1,1,2021-12-16,1
251,1,1,2021-12-17,1
252,1,1,2021-12-20,1
253,1,1,2021-12-21,0
254,1,1,2021-12-22,0
255,1,1,2021-12-23,0
256,1,1,2021-12-24,1
257,1,1,2021-12-27,1
258,1,1,2021-12-28,1
259,1,1,2021-12-29,0
260,1,1,2021-12-30,1
261,1,1,2021-12-31,0
262,2,1,2021-01-01,0
263,2,1,2021-01-04,0
264,2,1,2021-01-05,0
265,2,1,2021-01-06,0
266,2,1,2021-01-07,0
267,2,1,2021-01-08,0
268,2,1,2021-01-11,0
269,2,1,2021-01-12,1
270,2,1,2021-01-13,1
271,2,1,2021-01-14,1
272,2,1,2021-01-15,0
273,2,1,2021-01-18,0
274,2,1,2021-01-19,1
275,2,1,2021-01-20,0
276,2,1,2021-01-21,1
277,2,1,2021-01-22,0
278,2,1,2021-01-25,0
279,2,1,2021-01-26,0
280,2,1,2021-01-27,0
281,2,1,2021-01-28,1
282,2,1,2021-01-29,1
283,2,1,2021-02-01,0
284,2,1,2021-02-02,0
285,2,1,2021-02-03,0
286,2,1,2021-02-04,1
287,2,1,2021-02-05,1
288,2,1,2021-02-08,1
289,2,1,2021-02-09,0
290,2,1,2021-02-10,0
291,2,1,2021-02-11,1
292,2,1,2021-02-12,1
293,2,1,2021-02-15,0
294,2,1,2021-02-16,0
295,2,1,2021-02-17,0
296,2,1,2021-02-18,1
297,2,1,2021-02-19,0
298,2,1,2021-02-22,1
299,2,1,2021-02-23,1
300,2,1,2021-02-24,1
301,2,1,2021-02-25,0
302,2,1,2021-02-26,1
303,2,1,2021-03-01,0
304,2,1,2021-03-02,1
305,2,1,2021-03-03,1
306,2,1,2021-03-04,0
307,2,1,2021-03-05,1
308,2,1,2021-03-08,0
309,2,1,2021-03-09,0
310,2,1,2021-03-10,0
311,2,1,2021-03-11,0
312,2,1,2021-03-12,1
313,2,1,2021-03-15,0
314,2,1,2021-03-16,1
315,2,1,2021-03-17,1
316,2,1,2021-03-18,1
317,2,1,2021-03-19,0
318,2,1,2021-03-22,0
319,2,1,2021-03-23,1
320,2,1,2021-03-24,0
321,2,1,2021-03-25,1
322,2,1,2021-03-26,0
323,2,1,2021-03-29,0
324,2,1,2021-03-30,1
325,2,1,2021-03-31,0
326,2,1,2021-04-01,0
327,2,1,2021-04-02,1
328,2,1,2021-04-05,1
329,2,1,2021-04-06,0
330,2,1,2021-04-07,1
331,2,1,2021-04-08,0
332,2,1,2021-04-09,0
333,2,1,2021-04-12,0
334,2,1,2021-04-13,0
335,2,1,2021-04-14,0
336,2,1,2021-04-15,1
337,2,1,2021-04-16,1
338,2,1,2021-04-19,1
339,2,1,2021-04-20,0
340,2,1,2021-04-21,1
341,2,1,2021-04-22,1
342,2,1,2021-04-23,0
343,2,1,2021-04-26,0
344,2,1,2021-04-27,1
345,2,1,2021-04-28,0
346,2,1,2021-04-29,1
347,2,1,2021-04-30,1
348,2,1,2021-05-03,0
349,2,1,2021-05-04,0
350,2,1,2021-05-05,0
351,2,1,2021-05-06,1
352,2,1,2021-05-07,0
353,2,1,2021-05-10,0
354,2,1,2021-05-11,1
355,2,1,2021-05-12,0
356,2,1,2021-05-13,1
357,2,1,2021-05-14,1
358,2,1,2021-05-17,1
359,2,1,2021-05-18,0
360,2,1,2021-05-19,1
361,2,1,2021-05-20,1
362,2,1,2021-05-21,1
363,2,1,2021-05-24,0
364,2,1,2021-05-25,1
365,2,1,2021-05-26,1
366,2,1,2021-05-27,0
367,2,1,2021-05-28,0
368,2,1,2021-05-31,0
369,2,1,2021-06-01,0
370,2,1,2021-06-02,1
371,2,1,2021-06-03,1
372,2,1,2021-06-04,1
373,2,1,2021-06-07,0
374,2,1,2021-06-08,0
375,2,1,2021-06-09,0
376,2,1,2021-06-10,1
377,2,1,2021-06-11,0
378,2,1,2021-06-14,0
379,2,1,2021-06-15,0
380,2,1,2021-06-16,0
381,2,1,2021-06-17,1
382,2,1,2021-06-18,0
383,2,1,2021-06-21,0
384,2,1,2021-06-22,0
385,2,1,2021-06-23,0
386,2,1,2021-06-24,0
387,2,1,2021-06-25,1
388,2,1,2021-06-28,1
389,2,1,2021-06-29,1
390,2,1,2021-06-30,1
391,2,1,2021-07-01,0
392,2,1,2021-07-02,0
393,2,1,2021-07-05,0
394,2,1,2021-07-06,1
395,2,1,2021-07-07,1
396,2,1,2021-07-08,1
397,2,1,2021-07-09,1
398,2,1,2021-07-12,0
399,2,1,2021-07-13,1
400,2,1,2021-07-14,1
401,2,1,2021-07-15,0
402,2,1,2021-07-16,0
403,2,1,2021-07-19,0
404,2,1,2021-07-20,1
405,2,1,2021-07-21,0
406,2,1,2021-07-22,1
407,2,1,2021-07-23,1
408,2,1,2021-07-26,1
409,2,1,2021-07-27,0
410,2,1,2021-07-28,1
411,2,1,2021-07-29,0
412,2,1,2021-07-30,1
413,2,1,2021-08-02,0
414,2,1,2021-08-03,1
415,2,1,2021-08-04,0
416,2,1,2021-08-05,1
417,2,1,2021-08-06,1
418,2,1,2021-08-09,0
419,2,1,2021-08-10,0
420,2,1,2021-08-11,1
421,2,1,2021-08-12,1
422,2,1,2021-08-13,1
423,2,1,2021-08-16,0
424,2,1,2021-08-17,0
425,2,1,2021-08-18,0
426,2,1,2021-08-19,1
427,2,1,2021-08-20,1
428,2,1,2021-08-23,1
429,2,1,2021-08-24,1
430,2,1,2021-08-25,1
431,2,1,2021-08-26,0
432,2,1,2021-08-27,0
433,2,1,2021-08-30,1
434,2,1,2021-08-31,0
435,2,1,2021-09-01,0
436,2,1,2021-09-02,1
437,2,1,2021-09-03,0
438,2,1,2021-09-06,1
439,2,1,2021-09-07,1
440,2,1,2021-09-08,0
441,2,1,2021-09-09,1
442,2,1,2021-09-10,1
443,2,1,2021-09-13,0
444,2,1,2021-09-14,0
445,2,1,2021-09-15,0
446,2,1,2021-09-16,0
447,2,1,2021-09-17,0
448,2,1,2021-09-20,1
449,2,1,2021-09-21,0
450,2,1,2021-09-22,1
451,2,1,2021-09-23,1
452,2,1,2021-09-24,1
453,2,1,2021-09-27,0
454,2,1,2021-09-28,0
455,2,1,2021-09-29,1
456,2,1,2021-09-30,1
457,2,1,2021-10-01,1
458,2,1,2021-10-04,1
459,2,1,2021-10-05,1
460,2,1,2021-10-06,0
461,2,1,2021-10-07,0
462,2,1,2021-10-08,1
463,2,1,2021-10-11,0
464,2,1,2021-10-12,1
465,2,1,2021-10-13,1
466,2,1,2021-10-14,0
467,2,1,2021-10-15,0
468,2,1,2021-10-18,1
469,2,1,2021-10-19,0
470,2,1,2021-10-20,1
471,2,1,2021-10-21,0
472,2,1,2021-10-22,1
473,2,1,2021-10-25,1
474,2,1,2021-10-26,0
475,2,1,2021-10-27,0
476,2,1,2021-10-28,0
477,2,1,2021-10-29,0
478,2,1,2021-11-01,1
479,2,1,2021-11-02,0
480,2,1,2021-11-03,1
481,2,1,2021-11-04,1
482,2,1,2021-11-05,1
483,2,1,2021-11-08,0
484,2,1,2021-11-09,1
485,2,1,2021-11-10,1
486,2,1,2021-11-11,0
487,2,1,2021-11-12,0
488,2,1,2021-11-15,0
489,2,1,2021-11-16,1
490,2,1,2021-11-17,1
491,2,1,2021-11-18,1
492,2,1,2021-11-19,1
493,2,1,2021-11-22,0
494,2,1,2021-11-23,1
495,2,1,2021-11-24,0
496,2,1,2021-11-25,0
497,2,1,2021-11-26,1
498,2,1,2021-11-29,0
499,2,1,2021-11-30,0
500,2,1,2021-12-01,0
501,2,1,2021-12-02,1
502,2,1,2021-12-03,1
503,2,1,2021-12-06,1
504,2,1,2021-12-07,1
505,2,1,2021-12-08,1
506,2,1,2021-12-09,1
507,2,1,2021-12-10,0
508,2,1,2021-12-13,0
509,2,1,2021-12-14,1
510,2,1,2021-12-15,0
511,2,1,2021-12-16,0
512,2,1,2021-12-17,1
513,2,1,2021-12-20,1
514,2,1,2021-12-21,1
515,2,1,2021-12-22,1
516,2,1,2021-12-23,0
517,2,1,2021-12-24,0
518,2,1,2021-12-27,0
519,2,1,2021-12-28,1
520,2,1,2021-12-29,0
521,2,1,2021-12-30,0
522,2,1,2021-12-31,0
523,3,1,2021-01-01,1
524,3,1,2021-01-04,0
525,3,1,2021-01-05,1
526,3,1,2021-01-06,1
527,3,1,2021-01-07,1
528,3,1,2021-01-08,0
529,3,1,2021-01-11,0
530,3,1,2021-01-12,1
531,3,1,2021-01-13,0
532,3,1,2021-01-14,0
533,3,1,2021-01-15,1
534,3,1,2021-01-18,0
535,3,1,2021-01-19,1
536,3,1,2021-01-20,1
537,3,1,2021-01-21,1
538,3,1,2021-01-22,0
539,3,1,2021-01-25,1
540,3,1,2021-01-26,1
541,3,1,2021-01-27,1
542,3,1,2021-01-28,1
543,3,1,2021-01-29,0
544,3,1,2021-02-01,0
545,3,1,2021-02-02,0
546,3,1,2021-02-03,0
547,3,1,2021-02-04,0
548,3,1,2021-02-05,1
549,3,1,2021-02-08,1
550,3,1,2021-02-09,1
551,3,1,2021-02-10,0
552,3,1,2021-02-11,1
553,3,1,2021-02-12,1
554,3,1,2021-02-15,1
555,3,1,2021-02-16,1
556,3,1,2021-02-17,1
557,3,1,2021-02-18,1
558,3,1,2021-02-19,1
559,3,1,2021-02-22,0
560,3,1,2021-02-23,1
561,3,1,2021-02-24,1
562,3,1,2021-02-25,1
563,3,1,2021-02-26,0
564,3,1,2021-03-01,1
565,3,1,2021-03-02,0
566,3,1,2021-03-03,1
567,3,1,2021-03-04,1
568,3,1,2021-03-05,0
569,3,1,2021-03-08,1
570,3,1,2021-03-09,1
571,3,1,2021-03-10,1
572,3,1,2021-03-11,0
573,3,1,2021-03-12,0
574,3,1,2021-03-15,0
575,3,1,2021-03-16,1
576,3,1,2021-03-17,1
577,3,1,2021-03-18,1
578,3,1,2021-03-19,1
579,3,1,2021-03-22,1
580,3,1,2021-03-23,1
581,3,1,2021-03-24,0
582,3,1,2021-03-25,0
583,3,1,2021-03-26,1
584,3,1,2021-03-29,1
585,3,1,2021-03-30,0
586,3,1,2021-03-31,0
587,3,1,2021-04-01,0
588,3,1,2021-04-02,1
589,3,1,2021-04-05,0
590,3,1,2021-04-06,0
591,3,1,2021-04-07,1
592,3,1,2021-04-08,1
593,3,1,2021-04-09,0
594,3,1,2021-04-12,0
595,3,1,2021-04-13,0
596,3,1,2021-04-14,1
597,3,1,2021-04-15,1
598,3,1,2021-04-16,0
599,3,1,2021-04-19,1
600,3,1,2021-04-20,1
601,3,1,2021-04-21,1
602,3,1,2021-04-22,1
603,3,1,2021-04-23,0
604,3,1,2021-04-26,1
605,3,1,2021-04-27,0
606,3,1,2021-04-28,0
607,3,1,2021-04-29,1
608,3,1,2021-04-30,1
609,3,1,2021-05-03,0
610,3,1,2021-05-04,1
611,3,1,2021-05-05,1
612,3,1,2021-05-06,1
613,3,1,2021-05-07,1
614,3,1,2021-05-10,1
615,3,1,2021-05-11,1
616,3,1,2021-05-12,1
617,3,1,2021-05-13,0
618,3,1,2021-05-14,0
619,3,1,2021-05-17,1
620,3,1,2021-05-18,0
621,3,1,2021-05-19,0
622,3,1,2021-05-20,0
623,3,1,2021-05-21,0
624,3,1,2021-05-24,1
625,3,1,2021-05-25,0
626,3,1,2021-05-26,0
627,3,1,2021-05-27,0
628,3,1,2021-05-28,1
629,3,1,2021-05-31,0
630,3,1,2021-06-01,0
631,3,1,2021-06-02,1
632,3,1,2021-06-03,0
633,3,1,2021-06-04,1
634,3,1,2021-06-07,0
635,3,1,2021-06-08,1
636,3,1,2021-06-09,1
637,3,1,2021-06-10,0
638,3,1,2021-06-11,0
639,3,1,2021-06-14,1
640,3,1,2021-06-15,0
641,3,1,2021-06-16,0
642,3,1,2021-06-17,1
643,3,1,2021-06-18,0
644,3,1,2021-06-21,1
645,3,1,2021-06-22,0
646,3,1,2021-06-23,0
647,3,1,2021-06-24,0
648,3,1,2021-06-25,1
649,3,1,2021-06-28,1
650,3,1,2021-06-29,0
651,3,1,2021-06-30,0
652,3,1,2021-07-01,0
653,3,1,2021-07-02,1
654,3,1,2021-07-05,1
655,3,1,2021-07-06,0
656,3,1,2021-07-07,1
657,3,1,2021-07-08,1
658,3,1,2021-07-09,0
659,3,1,2021-07-12,0
660,3,1,2021-07-13,1
661,3,1,2021-07-14,1
662,3,1,2021-07-15,1
663,3,1,2021-07-16,0
664,3,1,2021-07-19,1
665,3,1,2021-07-20,0
666,3,1,2021-07-21,1
667,3,1,2021-07-22,0
668,3,1,2021-07-23,1
669,3,1,2021-07-26,1
670,3,1,2021-07-27,0
671,3,1,2021-07-28,1
672,3,1,2021-07-29,0
673,3,1,2021-07-30,1
674,3,1,2021-08-02,0
675,3,1,2021-08-03,1
676,3,1,2021-08-04,1
677,3,1,2021-08-05,1
678,3,1,2021-08-06,0
679,3,1,2021-08-09,1
680,3,1,2021-08-10,0
681,3,1,2021-08-11,0
682,3,1,2021-08-12,1
683,3,1,2021-08-13,1
684,3,1,2021-08-16,0
685,3,1,2021-08-17,1
686,3,1,2021-08-18,1
687,3,1,2021-08-19,1
688,3,1,2021-08-20,1
689,3,1,2021-08-23,0
690,3,1,2021-08-24,1
691,3,1,2021-08-25,0
692,3,1,2021-08-26,1
693,3,1,2021-08-27,1
694,3,1,2021-08-30,0
695,3,1,2021-08-31,0
696,3,1,2021-09-01,1
697,3,1,2021-09-02,1
698,3,1,2021-09-03,0
699,3,1,2021-09-06,0
700,3,1,2021-09-07,0
701,3,1,2021-09-08,0
702,3,1,2021-09-09,0
703,3,1,2021-09-10,0
704,3,1,2021-09-13,0
705,3,1,2021-09-14,0
706,3,1,2021-09-15,0
707,3,1,2021-09-16,1
708,3,1,2021-09-17,1
709,3,1,2021-09-20,0
710,3,1,2021-09-21,0
711,3,1,2021-09-22,0
712,3,1,2021-09-23,0
713,3,1,2021-09-24,1
714,3,1,2021-09-27,1
715,3,1,2021-09-28,0
716,3,1,2021-09-29,0
717,3,1,2021-09-30,1
718,3,1,2021-10-01,1
719,3,1,2021-10-04,0
720,3,1,2021-10-05,0
721,3,1,2021-10-06,0
722,3,1,2021-10-07,0
723,3,1,2021-10-08,0
724,3,1,2021-10-11,1
725,3,1,2021-10-12,0
726,3,1,2021-10-13,0
727,3,1,2021-10-14,0
728,3,1,2021-10-15,1
729,3,1,2021-10-18,0
730,3,1,2021-10-19,1
731,3,1,2021-10-20,0
732,3,1,2021-10-21,1
733,3,1,2021-10-22,0
734,3,1,2021-10-25,1
735,3,1,2021-10-26,0
736,3,1,2021-10-27,0
737,3,1,2021-10-28,1
738,3,1,2021-10-29,0
739,3,1,2021-11-01,0
740,3,1,2021-11-02,1
741,3,1,2021-11-03,0
742,3,1,2021-11-04,1
743,3,1,2021-11-05,1
744,3,1,2021-11-08,0
745,3,1,2021-11-09,0
746,3,1,2021-11-10,1
747,3,1,2021-11-11,1
748,3,1,2021-11-12,0
749,3,1,2021-11-15,0
750,3,1,2021-11-16,0
751,3,1,2021-11-17,1
752,3,1,2021-11-18,1
753,3,1,2021-11-19,1
754,3,1,2021-11-22,1
755,3,1,2021-11-23,0
756,3,1,2021-11-24,0
757,3,1,2021-11-25,0
758,3,1,2021-11-26,0
759,3,1,2021-11-29,1
760,3,1,2021-11-30,1
761,3,1,2021-12-01,1
762,3,1,2021-12-02,1
763,3,1,2021-12-03,0
764,3,1,2021-12-06,1
765,3,1,2021-12-07,0
766,3,1,2021-12-08,1
767,3,1,2021-12-09,1
768,3,1,2021-12-10,1
769,3,1,2021-12-13,0
770,3,1,2021-12-14,0
771,3,1,2021-12-15,1
772,3,1,2021-12-16,1
773,3,1,2021-12-17,1
774,3,1,2021-12-20,1
775,3,1,2021-12-21,1
776,3,1,2021-12-22,1
777,3,1,2021-12-23,0
778,3,1,2021-12-24,1
779,3,1,2021-12-27,1
780,3,1,2021-12-28,1
781,3,1,2021-12-29,0
782,3,1,2021-12-30,0
783,3,1,2021-12-31,0
784,4,1,2021-01-01,1
785,4,1,2021-01-04,1
786,4,1,2021-01-05,0
787,4,1,2021-01-06,0
788,4,1,2021-01-07,1
789,4,1,2021-01-08,0
790,4,1,2021-01-11,0
791,4,1,2021-01-12,0
792,4,1,2021-01-13,0
793,4,1,2021-01-14,1
794,4,1,2021-01-15,0
795,4,1,2021-01-18,1
796,4,1,2021-01-19,1
797,4,1,2021-01-20,1
798,4,1,2021-01-21,0
799,4,1,2021-01-22,1
800,4,1,2021-01-25,0
801,4,1,2021-01-26,1
802,4,1,2021-01-27,0
803,4,1,2021-01-28,1
804,4,1,2021-01-29,0
805,4,1,2021-02-01,1
806,4,1,2021-02-02,1
807,4,1,2021-02-03,1
808,4,1,2021-02-04,1
809,4,1,2021-02-05,1
810,4,1,2021-02-08,1
811,4,1,2021-02-09,1
812,4,1,2021-02-10,1
813,4,1,2021-02-11,0
814,4,1,2021-02-12,0
815,4,1,2021-02-15,1
816,4,1,2021-02-16,0
817,4,1,2021-02-17,0
818,4,1,2021-02-18,0
819,4,1,2021-02-19,1
820,4,1,2021-02-22,0
821,4,1,2021-02-23,0
822,4,1,2021-02-24,0
823,4,1,2021-02-25,1
824,4,1,2021-02-26,1
825,4,1,2021-03-01,0
826,4,1,2021-03-02,1
827,4,1,2021-03-03,0
828,4,1,2021-03-04,0
829,4,1,2021-03-05,1
830,4,1,2021-03-08,0
831,4,1,2021-03-09,1
832,4,1,2021-03-10,1
833,4,1,2021-03-11,0
834,4,1,2021-03-12,0
835,4,1,2021-03-15,1
836,4,1,2021-03-16,0
837,4,1,2021-03-17,0
838,4,1,2021-03-18,0
839,4,1,2021-03-19,0
840,4,1,2021-03-22,1
841,4,1,2021-03-23,1
842,4,1,2021-03-24,1
843,4,1,2021-03-25,1
844,4,1,2021-03-26,1
845,4,1,2021-03-29,0
846,4,1,2021-03-30,0
847,4,1,2021-03-31,0
848,4,1,2021-04-01,1
849,4,1,2021-04-02,1
850,4,1,2021-04-05,1
851,4,1,2021-04-06,0
852,4,1,2021-04-07,0
853,4,1,2021-04-08,0
854,4,1,2021-04-09,0
855,4,1,2021-04-12,1
856,4,1,2021-04-13,0
857,4,1,2021-04-14,0
858,4,1,2021-04-15,0
859,4,1,2021-04-16,0
860,4,1,2021-04-19,0
861,4,1,2021-04-20,0
862,4,1,2021-04-21,1
863,4,1,2021-04-22,1
864,4,1,2021-04-23,1
865,4,1,2021-04-26,0
866,4,1,2021-04-27,1
867,4,1,2021-04-28,1
868,4,1,2021-04-29,0
869,4,1,2021-04-30,1
870,4,1,2021-05-03,1
871,4,1,2021-05-04,1
872,4,1,2021-05-05,1
873,4,1,2021-05-06,1
874,4,1,2021-05-07,1
875,4,1,2021-05-10,0
876,4,1,2021-05-11,1
877,4,1,2021-05-12,1
878,4,1,2021-05-13,0
879,4,1,2021-05-14,1
880,4,1,2021-05-17,1
881,4,1,2021-05-18,0
882,4,1,2021-05-19,0
883,4,1,2021-05-20,0
884,4,1,2021-05-21,0
885,4,1,2021-05-24,1
886,4,1,2021-05-25,0
887,4,1,2021-05-26,0
888,4,1,2021-05-27,0
889,4,1,2021-05-28,1
890,4,1,2021-05-31,0
891,4,1,2021-06-01,0
892,4,1,2021-06-02,1
893,4,1,2021-06-03,0
894,4,1,2021-06-04,0
895,4,1,2021-06-07,1
896,4,1,2021-06-08,1
897,4,1,2021-06-09,1
898,4,1,2021-06-10,0
899,4,1,2021-06-11,1
900,4,1,2021-06-14,1
901,4,1,2021-06-15,1
902,4,1,2021-06-16,0
903,4,1,2021-06-17,0
904,4,1,2021-06-18,1
905,4,1,2021-06-21,1
906,4,1,2021-06-22,1
907,4,1,2021-06-23,1
908,4,1,2021-06-24,0
909,4,1,2021-06-25,0
910,4,1,2021-06-28,0
911,4,1,2021-06-29,1
912,4,1,2021-06-30,0
913,4,1,2021-07-01,1
914,4,1,2021-07-02,1
915,4,1,2021-07-05,1
916,4,1,2021-07-06,1
917,4,1,2021-07-07,1
918,4,1,2021-07-08,0
919,4,1,2021-07-09,1
920,4,1,2021-07-12,0
921,4,1,2021-07-13,0
922,4,1,2021-07-14,1
923,4,1,2021-07-15,1
924,4,1,2021-07-16,1
925,4,1,2021-07-19,0
926,4,1,2021-07-20,1
927,4,1,2021-07-21,1
928,4,1,2021-07-22,0
929,4,1,2021-07-23,1
930,4,1,2021-07-26,0
